,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
13935,58.0,9,1,1,0,201.0,0,0,0,10,5,82,5,0,0,3,0
13936,37.0,10,2,2,1,0.0,1,0,0,10,5,108,1,0,0,3,0
13937,30.0,9,1,2,0,1338.0,1,1,0,10,5,81,6,0,0,3,0
13938,34.0,7,1,1,0,80.0,0,1,0,10,5,240,1,0,0,3,0
13939,50.0,7,1,1,1,892.0,1,0,0,10,5,189,1,0,0,3,0
13940,41.0,2,0,2,0,958.0,0,0,0,10,5,72,1,0,0,3,0
13941,50.0,1,1,0,0,888.0,0,1,1,10,5,160,3,0,0,3,0
13942,44.0,0,2,1,0,-101.0,1,0,0,10,5,99,1,0,0,3,0
13943,52.0,1,2,2,1,-517.0,0,1,0,10,5,340,1,0,0,3,0
13944,29.0,7,1,1,0,3.0,1,0,0,10,5,183,1,0,0,3,0
13945,49.0,1,1,1,0,0.0,0,1,1,10,5,564,2,0,0,3,0
13946,54.0,9,0,1,0,136.0,0,1,0,10,5,151,4,0,0,3,0
13947,46.0,1,1,0,0,44.0,0,1,0,10,5,90,9,0,0,3,0
13948,30.0,9,1,2,0,91.0,0,0,0,10,5,363,2,0,0,3,0
13949,48.0,9,1,1,0,454.0,1,0,0,10,5,114,1,0,0,3,0
13950,49.0,9,1,2,0,2568.0,1,0,0,10,5,192,1,0,0,3,0
13951,30.0,9,2,1,0,-156.0,0,1,0,10,5,119,2,0,0,3,0
13952,37.0,0,0,1,0,859.0,1,1,0,10,5,154,4,0,0,3,0
13953,29.0,1,2,1,0,8079.0,0,1,0,10,5,171,1,0,0,3,0
13954,41.0,1,1,0,0,407.0,1,1,1,10,5,387,2,0,0,3,0
13955,35.0,7,1,1,0,501.0,1,1,0,10,5,223,8,0,0,3,0
13956,35.0,7,1,1,0,63.0,0,1,0,10,5,480,4,0,0,3,0
13957,45.0,1,1,0,0,1145.0,0,0,1,10,5,156,7,0,0,3,0
13958,49.0,1,1,0,0,305.0,1,1,1,10,5,834,10,0,0,3,0
13959,51.0,6,1,2,0,126.0,1,0,0,10,5,412,1,0,0,3,0
13960,45.0,5,1,0,0,-24.0,0,0,0,10,5,164,5,0,0,3,0
13961,42.0,1,1,0,0,-404.0,1,1,0,10,5,562,1,0,0,3,0
13962,41.0,1,1,0,0,362.0,0,0,0,10,5,326,5,0,0,3,0
13963,27.0,8,2,1,0,106.0,1,0,1,10,5,127,1,0,0,3,0
13964,36.0,1,1,1,0,576.0,1,0,0,10,5,290,2,0,0,3,0
13965,46.0,9,1,1,0,278.0,1,0,0,10,5,185,1,0,0,3,0
13966,37.0,7,2,1,0,54.0,1,0,0,10,5,118,1,0,0,3,0
13967,37.0,4,2,2,0,159.0,0,1,0,10,5,377,3,0,0,3,0
13968,33.0,0,1,1,0,89.0,0,0,1,10,5,524,3,0,0,3,0
13969,37.0,1,1,1,0,456.0,0,1,1,10,5,85,6,0,0,3,0
13970,41.0,9,1,1,0,305.0,1,1,0,10,5,61,4,0,0,3,0
13971,60.0,3,1,0,0,763.0,1,0,1,10,5,180,3,0,0,3,0
13972,30.0,1,1,1,0,0.0,1,1,0,10,5,1399,1,0,0,3,1
13973,52.0,10,1,0,0,255.0,0,1,0,10,5,374,3,0,0,3,0
13974,30.0,7,2,1,0,211.0,0,1,0,10,5,133,3,0,0,3,0
13975,26.0,4,2,2,0,45.0,0,0,0,10,5,1187,3,0,0,3,1
13976,37.0,7,0,1,0,135.0,0,0,0,10,5,460,1,0,0,3,0
13977,46.0,1,1,0,0,1.0,1,1,1,10,5,270,7,0,0,3,0
13978,44.0,1,1,0,0,6.0,0,0,0,10,5,338,9,0,0,3,0
13979,29.0,9,2,1,0,3527.0,0,1,0,10,5,171,5,0,0,3,0
13980,26.0,7,2,1,0,235.0,0,0,0,10,5,721,3,0,0,3,0
13981,33.0,1,1,1,0,66.0,0,0,0,10,5,182,1,0,0,3,0
13982,31.0,8,1,0,0,46.0,1,0,0,10,5,487,1,0,0,3,1
13983,58.0,1,1,1,0,556.0,0,1,1,10,5,229,4,0,0,3,0
13984,54.0,9,1,1,0,89.0,1,0,0,10,5,140,3,0,0,3,0
13985,39.0,4,1,2,0,397.0,0,0,0,10,5,113,6,0,0,3,0
13986,44.0,4,1,2,0,284.0,1,1,0,10,5,109,5,0,0,3,0
13987,32.0,4,2,2,0,26.0,0,0,0,10,5,55,6,0,0,3,0
13988,33.0,1,2,1,0,109.0,1,1,0,10,5,184,3,0,0,3,0
13989,39.0,1,2,0,0,1220.0,0,0,1,10,5,148,20,0,0,3,0
13990,37.0,4,1,2,0,1403.0,1,0,0,10,5,91,15,0,0,3,0
13991,35.0,1,0,1,0,275.0,0,1,0,10,5,144,5,0,0,3,0
13992,29.0,1,2,1,0,482.0,0,1,0,10,5,1097,3,0,0,3,1
13993,36.0,11,2,0,0,3415.0,0,0,1,10,5,150,10,0,0,3,0
13994,25.0,8,2,2,0,-113.0,0,0,0,10,5,300,3,0,0,3,0
13995,41.0,2,1,0,0,1331.0,0,0,1,10,5,465,7,0,0,3,0
13996,53.0,9,1,3,0,2242.0,0,0,0,10,5,154,14,0,0,3,0
13997,53.0,2,1,1,0,0.0,1,0,1,10,5,311,27,0,0,3,0
13998,27.0,2,1,2,0,-23.0,0,0,0,10,5,123,4,0,0,3,0
13999,29.0,4,1,2,0,6586.0,0,0,0,10,5,176,1,0,0,3,0
14000,52.0,1,1,0,0,142.0,0,0,1,10,5,924,5,0,0,3,0
14001,50.0,9,1,1,0,4.0,0,0,0,10,5,200,5,0,0,3,0
14002,33.0,0,1,1,0,13160.0,0,0,0,10,5,212,1,0,0,3,0
14003,40.0,7,1,0,0,352.0,1,0,0,10,5,258,1,0,0,3,0
14004,41.0,1,1,0,0,372.0,1,0,1,11,5,117,1,0,0,3,0
14005,39.0,3,1,0,0,2460.0,0,0,0,11,5,194,3,0,0,3,0
14006,29.0,0,1,1,0,111.0,0,1,0,11,5,114,1,0,0,3,0
14007,41.0,9,2,1,0,-618.0,1,1,0,11,5,215,1,0,0,3,0
14008,30.0,0,2,2,0,5.0,0,1,0,11,5,58,1,0,0,3,0
14009,48.0,6,1,1,0,-817.0,1,0,0,11,5,175,1,0,0,3,0
14010,44.0,4,1,2,0,756.0,1,0,0,11,5,122,2,0,0,3,0
14011,56.0,1,2,0,0,533.0,0,1,0,11,5,166,1,0,0,3,0
14012,35.0,4,1,2,0,0.0,0,0,0,11,5,89,1,0,0,3,0
14013,59.0,4,1,2,0,0.0,1,0,1,11,5,189,1,0,0,3,0
14014,40.0,0,1,1,0,149.0,1,0,0,11,5,159,1,0,0,3,0
14015,36.0,9,1,1,0,3832.0,1,0,0,11,5,393,1,0,0,3,0
14016,32.0,4,1,2,0,1196.0,1,0,0,11,5,508,1,0,0,3,0
14017,26.0,4,1,2,0,17.0,0,1,0,11,5,522,1,0,0,3,0
14018,28.0,1,2,1,0,455.0,1,0,0,11,5,166,1,0,0,3,0
14019,38.0,1,1,1,0,50.0,1,1,0,11,5,545,2,0,0,3,0
14020,51.0,4,0,2,0,1988.0,1,0,0,11,5,67,1,0,0,3,0
14021,40.0,6,1,0,0,42.0,0,0,0,11,5,264,3,0,0,3,0
14022,32.0,6,1,1,0,514.0,1,0,0,11,5,812,1,0,0,3,1
14023,38.0,9,2,1,0,373.0,1,0,0,11,5,404,1,0,0,3,0
14024,26.0,3,1,1,0,-759.0,1,0,0,11,5,191,1,0,0,3,0
14025,54.0,4,1,2,0,95.0,0,0,0,11,5,104,1,0,0,3,0
14026,27.0,7,2,1,0,70.0,1,0,0,11,5,170,1,0,0,3,0
14027,34.0,4,1,2,0,-73.0,1,0,0,11,5,90,1,0,0,3,0
14028,38.0,0,1,1,0,-728.0,1,0,0,11,5,333,1,0,0,3,0
14029,36.0,9,1,1,0,-456.0,1,0,0,11,5,252,1,0,0,3,0
14030,33.0,1,1,1,0,0.0,1,1,0,11,5,443,1,0,0,3,0
14031,59.0,0,0,2,0,39.0,0,0,0,11,5,67,1,0,0,3,0
14032,39.0,9,1,1,0,37.0,1,1,0,11,5,467,1,0,0,3,0
14033,38.0,9,2,1,0,1932.0,1,0,0,11,5,159,1,0,0,3,0
14034,51.0,9,1,1,0,-192.0,1,0,1,11,5,57,1,0,0,3,0
14035,37.0,1,2,1,0,1672.0,1,0,0,11,5,484,1,0,0,3,0
14036,34.0,4,1,2,0,161.0,1,0,0,11,5,378,1,0,0,3,0
14037,34.0,1,1,0,0,479.0,0,0,0,11,5,772,1,0,0,3,0
14038,35.0,7,1,1,0,372.0,1,0,0,11,5,230,1,0,0,3,0
14039,36.0,4,2,2,0,1339.0,1,0,0,11,5,136,1,0,0,3,0
14040,51.0,9,0,1,0,550.0,1,0,0,11,5,451,1,0,0,3,0
14041,27.0,0,1,1,0,941.0,1,0,0,11,5,124,1,0,0,3,0
14042,37.0,9,0,1,0,0.0,1,0,0,11,5,283,1,0,0,3,0
14043,34.0,4,2,2,0,1049.0,1,0,0,11,5,55,1,0,0,3,0
14044,33.0,9,1,2,0,236.0,1,0,0,11,5,203,1,0,0,3,0
14045,37.0,1,2,1,0,263.0,0,0,0,11,5,143,2,0,0,3,0
14046,33.0,0,2,1,0,32.0,0,0,0,11,5,43,1,0,0,3,0
14047,53.0,9,0,1,0,447.0,1,1,0,11,5,108,1,0,0,3,0
14048,38.0,9,1,1,0,114.0,0,0,0,11,5,117,3,0,0,3,0
14049,50.0,7,0,1,0,0.0,1,0,0,11,5,170,2,0,0,3,0
14050,40.0,4,1,2,0,-83.0,1,1,0,11,5,131,2,0,0,3,0
14051,26.0,0,2,0,0,528.0,1,1,0,11,5,102,2,0,0,3,0
14052,31.0,2,1,2,0,0.0,1,1,0,11,5,151,2,0,0,3,0
14053,55.0,3,1,1,0,5.0,0,0,0,11,5,269,2,0,0,3,0
14054,27.0,2,2,2,0,6.0,0,0,0,11,5,143,2,0,0,3,0
14055,31.0,1,2,1,0,-161.0,0,0,0,11,5,196,2,0,0,3,0
14056,50.0,7,1,1,0,-682.0,1,0,0,11,5,479,2,0,0,3,0
14057,39.0,4,1,2,0,710.0,1,0,0,11,5,211,2,0,0,3,0
14058,51.0,9,1,1,0,58.0,1,0,0,11,5,128,2,0,0,3,0
14059,43.0,9,1,1,0,-260.0,1,0,0,11,5,183,2,0,0,3,0
14060,34.0,4,2,2,0,9.0,0,0,0,11,5,439,2,0,0,3,0
14061,53.0,4,1,2,0,-670.0,0,1,0,11,5,86,2,0,0,3,0
14062,60.0,7,0,0,0,58.0,0,1,0,11,5,165,2,0,0,3,0
14063,42.0,7,1,1,0,128.0,0,0,0,11,5,148,2,0,0,3,0
14064,47.0,0,0,1,0,1139.0,1,0,0,11,5,106,2,0,0,3,0
14065,27.0,0,2,1,0,428.0,0,1,1,11,5,321,2,0,0,3,0
14066,38.0,9,2,1,0,31.0,1,0,0,11,5,891,2,0,0,3,0
14067,47.0,4,1,2,0,761.0,1,0,0,11,5,80,2,0,0,3,0
14068,46.0,1,1,0,0,776.0,0,1,1,11,5,76,2,0,0,3,0
14069,41.0,9,1,1,0,-172.0,1,1,0,11,5,132,2,0,0,3,0
14070,45.0,3,1,1,0,0.0,0,0,0,11,5,216,2,0,0,3,0
14071,55.0,4,1,2,0,561.0,0,1,0,11,5,318,2,0,0,3,0
14072,37.0,9,1,1,0,407.0,1,0,0,11,5,141,2,0,0,3,0
14073,37.0,9,1,1,0,0.0,1,0,0,11,5,906,2,0,0,3,0
14074,51.0,6,2,2,0,0.0,1,0,0,11,5,139,2,0,0,3,0
14075,55.0,1,1,1,0,983.0,0,0,1,11,5,41,2,0,0,3,0
14076,32.0,3,0,1,0,0.0,1,0,0,11,5,93,2,0,0,3,0
14077,58.0,4,2,2,0,342.0,0,1,0,11,5,564,2,0,0,3,0
14078,34.0,3,0,0,0,46.0,1,0,1,11,5,31,2,0,0,3,0
14079,28.0,4,1,2,0,17.0,1,0,0,11,5,16,2,0,0,3,0
14080,47.0,7,1,1,0,1073.0,0,0,1,11,5,518,3,0,0,3,0
14081,47.0,2,1,2,0,416.0,1,1,1,11,5,87,2,0,0,3,0
14082,34.0,9,1,3,0,12.0,1,0,0,11,5,504,2,0,0,3,0
14083,39.0,9,2,1,0,671.0,0,1,0,11,5,98,2,0,0,3,0
14084,57.0,5,1,1,0,8.0,0,0,0,11,5,93,2,0,0,3,0
14085,57.0,0,1,1,0,2518.0,1,0,0,11,5,82,2,0,0,3,0
14086,32.0,2,1,1,0,0.0,1,0,0,11,5,223,2,0,0,3,0
14087,59.0,0,0,1,0,5.0,0,1,0,11,5,67,2,0,0,3,0
14088,41.0,9,0,1,0,1499.0,0,1,0,11,5,59,2,0,0,3,0
14089,58.0,5,1,1,0,100.0,1,0,0,11,5,186,2,0,0,3,0
14090,49.0,1,1,1,0,3728.0,1,0,0,11,5,1060,2,0,0,3,1
14091,29.0,0,1,1,0,287.0,0,1,0,11,5,249,2,0,0,3,0
14092,31.0,7,2,1,0,183.0,1,0,0,11,5,60,2,0,0,3,0
14093,36.0,6,1,1,0,611.0,0,0,0,11,5,126,2,0,0,3,0
14094,56.0,9,1,1,0,107.0,0,0,1,11,5,52,4,0,0,3,0
14095,51.0,10,1,2,0,174.0,0,1,0,11,5,222,7,0,0,3,0
14096,29.0,1,1,0,0,243.0,0,1,0,11,5,109,2,0,0,3,0
14097,34.0,1,1,1,0,406.0,0,1,0,11,5,113,2,0,0,3,0
14098,39.0,0,1,1,0,401.0,1,0,0,11,5,112,2,0,0,3,0
14099,34.0,0,1,1,0,444.0,1,0,0,11,5,173,2,0,0,3,0
14100,33.0,6,1,2,0,1249.0,1,0,0,11,5,261,2,0,0,3,0
14101,43.0,0,1,0,0,392.0,1,1,0,11,5,87,2,0,0,3,0
14102,42.0,0,1,1,0,645.0,1,1,0,11,5,42,2,0,0,3,0
14103,34.0,1,1,1,1,-745.0,1,1,0,11,5,131,2,0,0,3,0
14104,36.0,0,0,1,0,48.0,0,0,0,11,5,147,10,0,0,3,0
14105,50.0,2,1,1,0,0.0,1,0,0,11,5,717,2,0,0,3,0
14106,34.0,0,1,1,0,3814.0,1,0,0,11,5,286,2,0,0,3,0
14107,35.0,7,2,0,0,167.0,0,1,0,11,5,614,2,0,0,3,1
14108,38.0,2,1,0,0,-21.0,1,0,0,11,5,50,2,0,0,3,0
14109,42.0,3,1,0,0,0.0,0,1,0,11,5,83,2,0,0,3,0
14110,47.0,9,1,1,0,-226.0,1,0,0,11,5,289,2,0,0,3,0
14111,41.0,9,1,2,0,177.0,1,0,1,11,5,117,2,0,0,3,0
14112,32.0,0,1,2,0,0.0,1,1,0,11,5,85,2,0,0,3,0
14113,48.0,0,0,1,0,0.0,0,1,0,11,5,487,3,0,0,3,0
14114,44.0,7,1,1,1,-146.0,1,0,0,11,5,256,2,0,0,3,0
14115,49.0,1,1,0,0,0.0,0,0,0,11,5,103,2,0,0,3,0
14116,46.0,0,1,3,0,76.0,0,0,0,11,5,181,2,0,0,3,0
14117,56.0,4,1,2,0,-762.0,1,1,0,11,5,348,2,0,0,3,0
14118,43.0,9,1,1,0,0.0,1,0,0,11,5,154,2,0,0,3,0
14119,46.0,9,2,1,0,834.0,1,0,0,11,5,196,2,0,0,3,0
14120,55.0,5,1,1,0,991.0,0,0,0,11,5,593,2,0,0,3,0
14121,35.0,4,2,2,0,0.0,0,1,0,11,5,71,3,0,0,3,0
14122,56.0,3,1,0,0,0.0,1,1,0,11,5,118,2,0,0,3,0
14123,44.0,9,1,2,0,851.0,1,0,0,11,5,47,2,0,0,3,0
14124,29.0,7,2,1,0,0.0,1,0,0,11,5,314,2,0,0,3,0
14125,58.0,3,0,0,0,0.0,0,0,0,11,5,965,2,0,0,3,0
14126,56.0,2,1,2,0,40.0,0,1,0,11,5,123,2,0,0,3,0
14127,52.0,7,1,1,0,5.0,1,1,0,11,5,94,2,0,0,3,0
14128,42.0,4,1,2,0,484.0,1,0,0,11,5,144,2,0,0,3,0
14129,58.0,0,1,1,0,0.0,1,0,0,11,5,116,2,0,0,3,0
14130,35.0,0,2,1,0,141.0,0,0,0,11,5,146,2,0,0,3,0
14131,32.0,6,1,1,0,413.0,1,0,0,11,5,712,2,0,0,3,0
14132,30.0,1,1,0,0,35.0,1,0,0,11,5,366,2,0,0,3,0
14133,50.0,4,1,2,0,383.0,0,1,0,11,5,502,2,0,0,3,0
14134,38.0,9,2,2,0,0.0,0,1,0,11,5,260,2,0,0,3,0
14135,38.0,7,1,1,0,0.0,1,1,0,11,5,184,2,0,0,3,0
14136,44.0,3,1,0,0,71.0,1,0,0,11,5,251,2,0,0,3,0
14137,45.0,4,1,2,0,2220.0,1,0,0,11,5,128,2,0,0,3,0
14138,60.0,5,0,1,0,1099.0,0,0,0,11,5,764,2,0,0,3,1
14139,60.0,4,1,2,0,2222.0,1,0,0,11,5,1120,2,0,0,3,1
14140,59.0,1,2,0,0,-86.0,0,0,0,11,5,16,2,0,0,3,0
14141,37.0,2,1,2,0,986.0,0,0,0,11,5,970,2,0,0,3,0
14142,29.0,4,2,2,0,983.0,1,0,0,11,5,963,2,0,0,3,1
14143,49.0,1,2,1,0,-195.0,1,0,0,11,5,64,2,0,0,3,0
14144,55.0,4,0,1,0,204.0,1,0,0,11,5,1973,2,0,0,3,1
14145,39.0,1,1,0,0,0.0,1,0,0,11,5,117,2,0,0,3,0
14146,37.0,4,1,2,0,586.0,1,0,0,11,5,141,2,0,0,3,0
14147,55.0,7,1,1,0,642.0,1,0,0,11,5,232,2,0,0,3,0
14148,41.0,0,1,1,0,488.0,0,1,1,11,5,178,2,0,0,3,0
14149,33.0,4,2,3,0,1534.0,1,0,0,11,5,1041,2,0,0,3,1
14150,48.0,1,0,0,0,0.0,0,0,0,11,5,324,2,0,0,3,0
14151,32.0,4,1,2,0,1660.0,1,0,0,11,5,1389,2,0,0,3,0
14152,27.0,2,1,1,0,-36.0,0,1,0,11,5,120,10,0,0,3,0
14153,59.0,5,1,1,0,1250.0,0,1,1,11,5,61,2,0,0,3,0
14154,52.0,4,1,2,0,698.0,1,0,0,11,5,213,2,0,0,3,0
14155,55.0,9,0,2,0,2848.0,1,1,0,11,5,121,2,0,0,3,0
14156,42.0,0,2,1,0,426.0,1,0,0,11,5,636,2,0,0,3,0
14157,59.0,5,1,3,0,178.0,1,0,1,11,5,330,2,0,0,3,0
14158,40.0,2,0,2,0,1225.0,1,0,0,11,5,919,2,0,0,3,0
14159,31.0,0,1,1,0,1661.0,1,0,0,11,5,100,2,0,0,3,0
14160,37.0,7,1,1,0,-601.0,1,0,0,11,5,210,2,0,0,3,0
14161,37.0,4,0,1,0,1448.0,1,0,0,11,5,71,2,0,0,3,0
14162,26.0,3,2,1,0,93.0,0,0,0,11,5,255,3,0,0,3,0
14163,33.0,3,1,0,0,212.0,1,0,0,11,5,260,2,0,0,3,0
14164,34.0,0,0,1,0,25.0,0,0,0,11,5,666,2,0,0,3,0
14165,59.0,5,1,1,0,3812.0,1,0,1,11,5,498,2,0,0,3,0
14166,37.0,4,1,2,0,466.0,1,0,0,11,5,92,2,0,0,3,0
14167,47.0,9,1,1,0,338.0,0,1,0,11,5,344,2,0,0,3,0
14168,55.0,1,0,0,0,410.0,0,1,0,11,5,221,2,0,0,3,0
14169,28.0,1,1,0,0,565.0,0,0,0,11,5,189,2,0,0,3,0
14170,50.0,9,2,2,0,1840.0,1,0,0,11,5,184,2,0,0,3,0
14171,40.0,0,2,1,0,-186.0,1,1,0,11,5,154,2,0,0,3,0
14172,35.0,9,1,1,0,0.0,0,0,0,11,5,271,2,0,0,3,0
14173,54.0,5,1,0,0,0.0,1,0,0,11,5,159,2,0,0,3,0
14174,35.0,7,1,2,0,260.0,1,0,0,11,5,134,2,0,0,3,0
14175,54.0,3,1,0,0,311.0,1,0,1,11,5,470,2,0,0,3,0
14176,44.0,6,1,2,0,430.0,1,0,0,11,5,221,2,0,0,3,0
14177,40.0,1,1,1,0,178.0,1,0,0,11,5,595,2,0,0,3,0
14178,46.0,7,1,0,0,830.0,1,1,0,11,5,211,2,0,0,3,0
14179,34.0,1,1,1,0,157.0,1,0,0,11,5,254,2,0,0,3,0
14180,49.0,9,1,1,0,0.0,1,0,0,11,5,178,2,0,0,3,0
14181,45.0,7,1,1,0,0.0,0,0,0,11,5,106,2,0,0,3,0
14182,31.0,9,2,2,0,696.0,0,1,0,11,5,184,2,0,0,3,0
14183,32.0,7,2,1,0,0.0,0,1,0,11,5,333,2,0,0,3,0
14184,37.0,4,1,2,0,3841.0,0,0,0,11,5,69,2,0,0,3,0
14185,37.0,1,1,1,0,1059.0,1,0,0,11,5,94,2,0,0,3,0
14186,40.0,2,1,0,0,0.0,1,0,0,11,5,271,2,0,0,3,0
14187,36.0,9,1,3,0,756.0,0,0,0,11,5,396,3,0,0,3,0
14188,45.0,1,1,3,0,458.0,1,1,0,11,5,145,2,0,0,3,0
14189,31.0,7,2,0,1,-357.0,1,1,0,11,5,215,2,0,0,3,0
14190,58.0,4,1,0,0,2769.0,1,0,0,11,5,94,2,0,0,3,0
14191,27.0,0,2,1,0,3638.0,0,0,0,11,5,271,5,0,0,3,0
14192,44.0,0,1,1,0,1074.0,1,0,0,11,5,911,2,0,0,3,1
14193,35.0,9,1,1,0,483.0,1,0,0,11,5,165,2,0,0,3,0
14194,50.0,7,1,1,0,5.0,0,1,0,11,5,196,2,0,0,3,0
14195,25.0,0,2,1,0,184.0,0,1,1,11,5,437,7,0,0,3,0
14196,36.0,1,1,0,0,-608.0,1,0,0,11,5,135,2,0,0,3,0
14197,39.0,2,1,2,0,83.0,1,0,0,11,5,193,2,0,0,3,0
14198,38.0,1,1,1,0,84.0,0,1,1,11,5,328,2,0,0,3,0
14199,42.0,3,1,3,0,302.0,1,0,0,11,5,342,2,0,0,3,0
14200,32.0,7,1,3,0,23.0,0,0,0,11,5,425,2,0,0,3,0
14201,38.0,4,0,2,0,349.0,1,0,0,11,5,151,2,0,0,3,0
14202,35.0,4,1,2,0,272.0,1,1,0,11,5,163,2,0,0,3,0
14203,31.0,7,1,1,0,505.0,0,0,0,11,5,773,3,0,0,3,0
14204,30.0,7,1,1,0,4.0,1,0,0,11,5,188,2,0,0,3,0
14205,25.0,4,2,2,0,10.0,0,0,0,11,5,549,2,0,0,3,0
14206,47.0,9,1,1,0,3466.0,1,0,0,11,5,853,2,0,0,3,1
14207,31.0,1,0,1,0,916.0,1,1,0,11,5,172,2,0,0,3,0
14208,29.0,0,1,1,0,93.0,1,1,0,11,5,161,4,0,0,3,0
14209,44.0,4,1,1,1,0.0,1,0,0,11,5,96,2,0,0,3,0
14210,35.0,0,1,1,0,-203.0,1,0,0,11,5,1649,2,0,0,3,1
14211,53.0,0,0,3,0,257.0,0,0,0,11,5,1310,2,0,0,3,1
14212,46.0,1,1,1,0,853.0,0,0,0,11,5,1187,3,0,0,3,0
14213,36.0,1,1,1,0,-318.0,1,0,0,14,5,135,2,0,0,3,0
14214,47.0,1,1,0,0,3038.0,1,0,0,14,5,151,2,0,0,3,0
14215,43.0,9,0,1,1,73.0,1,0,0,14,5,324,2,0,0,3,0
14216,39.0,4,1,1,0,-810.0,0,1,0,14,5,77,2,0,0,3,0
14217,37.0,4,1,2,0,0.0,1,0,0,14,5,122,2,0,0,3,0
14218,33.0,9,1,1,0,162.0,1,1,0,14,5,122,2,0,0,3,0
14219,45.0,0,1,1,0,-388.0,1,0,0,14,5,175,2,0,0,3,0
14220,29.0,7,1,1,0,10.0,1,0,0,14,5,246,2,0,0,3,0
14221,35.0,1,1,1,0,1287.0,1,0,0,14,5,330,2,0,0,3,0
14222,59.0,9,1,1,0,1139.0,0,0,0,14,5,607,2,0,0,3,0
14223,46.0,4,1,1,0,1299.0,1,0,0,14,5,104,2,0,0,3,0
14224,39.0,0,1,1,0,186.0,1,0,0,14,5,114,2,0,0,3,0
14225,58.0,0,1,1,0,821.0,1,1,1,14,5,83,2,0,0,3,0
14226,33.0,1,1,1,1,-406.0,1,1,0,14,5,332,2,0,0,3,0
14227,35.0,9,1,1,0,0.0,0,0,0,14,5,125,2,0,0,3,0
14228,49.0,1,1,0,0,2356.0,0,1,1,14,5,236,2,0,0,3,0
14229,55.0,7,0,1,0,935.0,0,0,0,14,5,65,2,0,0,3,0
14230,31.0,4,2,2,0,338.0,1,1,1,14,5,216,2,0,0,3,0
14231,25.0,7,2,1,0,-41.0,0,1,0,14,5,114,2,0,0,3,0
14232,43.0,1,1,1,0,500.0,1,0,0,14,5,324,2,0,0,3,0
14233,34.0,4,1,2,0,1906.0,1,0,0,14,5,68,3,0,0,3,0
14234,25.0,1,2,1,0,-375.0,1,0,0,14,5,61,2,0,0,3,0
14235,45.0,7,1,0,0,132.0,0,0,0,14,5,179,2,0,0,3,0
14236,52.0,1,2,0,1,-2.0,0,0,0,14,5,349,2,0,0,3,0
14237,29.0,9,1,2,0,138.0,1,1,0,14,5,113,3,0,0,3,0
14238,32.0,0,0,1,0,187.0,1,0,0,14,5,90,2,0,0,3,0
14239,47.0,9,1,1,0,568.0,1,0,1,14,5,256,2,0,0,3,0
14240,48.0,4,1,2,0,58.0,0,1,0,14,5,102,2,0,0,3,0
14241,45.0,9,1,1,0,-149.0,1,0,0,14,5,287,2,0,0,3,0
14242,30.0,7,0,1,0,-94.0,1,0,0,14,5,41,2,0,0,3,0
14243,38.0,1,1,1,0,2283.0,1,0,0,14,5,221,3,0,0,3,0
14244,45.0,1,1,0,0,660.0,1,0,0,14,5,329,2,0,0,3,0
14245,31.0,7,1,1,0,78.0,1,1,0,14,5,97,2,0,0,3,0
14246,60.0,5,1,1,0,2674.0,0,0,0,14,5,96,2,0,0,3,0
14247,35.0,2,1,2,0,1859.0,1,0,0,14,5,227,2,0,0,3,0
14248,36.0,0,2,1,0,0.0,1,0,0,14,5,80,2,0,0,3,0
14249,50.0,0,1,1,0,3258.0,0,1,0,14,5,56,2,0,0,3,0
14250,49.0,4,1,2,0,176.0,1,1,0,14,5,102,2,0,0,3,0
14251,44.0,2,1,1,0,781.0,0,1,0,14,5,194,2,0,0,3,0
14252,42.0,9,1,1,0,682.0,1,0,0,14,5,285,2,0,0,3,0
14253,33.0,7,2,2,0,-104.0,0,1,0,14,5,231,2,0,0,3,0
14254,41.0,9,1,1,0,201.0,0,1,0,14,5,53,8,0,0,3,0
14255,55.0,0,1,0,0,343.0,1,0,0,14,5,276,3,0,0,3,0
14256,37.0,6,1,1,0,2575.0,1,0,0,14,5,505,2,0,0,3,0
14257,48.0,1,1,3,0,279.0,1,0,1,14,5,211,3,0,0,3,0
14258,55.0,9,0,1,0,225.0,0,1,0,14,5,116,2,0,0,3,0
14259,29.0,1,2,0,0,10.0,0,0,0,14,5,135,3,0,0,3,0
14260,59.0,5,2,1,1,-341.0,0,1,0,14,5,94,3,0,0,3,0
14261,27.0,0,1,1,1,-517.0,1,0,0,14,5,172,3,0,0,3,0
14262,40.0,7,1,1,0,900.0,1,1,0,14,5,84,2,0,0,3,0
14263,37.0,1,1,0,0,689.0,1,0,0,14,5,367,2,0,0,3,0
14264,34.0,9,1,1,0,800.0,1,0,0,14,5,103,3,0,0,3,0
14265,33.0,1,2,1,0,179.0,0,0,0,14,5,244,7,0,0,3,0
14266,28.0,9,2,1,0,36.0,0,0,0,14,5,158,3,0,0,3,0
14267,29.0,1,1,1,0,64.0,1,1,0,14,5,611,2,0,0,3,0
14268,51.0,4,1,2,0,248.0,1,1,0,14,5,78,3,0,0,3,0
14269,58.0,1,1,0,0,226.0,1,0,0,14,5,306,2,0,0,3,0
14270,55.0,4,0,2,0,481.0,1,0,1,14,5,79,3,0,0,3,0
14271,31.0,9,1,1,0,-160.0,1,0,0,14,5,126,6,0,0,3,0
